State,Year,Quarter,Transaction Type,Transactions,Amount (INR),ATV (INR)
Rajasthan,2020,1,Peer-to-peer payments,"48,269,912","165,468,574,324","3,428"
Rajasthan,2020,1,Merchant payments,"27,880,848","13,643,061,482",489
Rajasthan,2020,1,Recharge & bill payments,"25,631,131","10,961,167,180",428
Rajasthan,2020,1,Financial Services,"72,604","34,466,606",475
Rajasthan,2020,1,Others,"404,317","200,968,969",497
Rajasthan,2020,2,Peer-to-peer payments,"49,160,792","166,176,386,876","3,380"
Rajasthan,2020,2,Recharge & bill payments,"31,681,776","13,014,051,936",411
Rajasthan,2020,2,Merchant payments,"20,756,594","14,354,151,782",692
Rajasthan,2020,2,Financial Services,"92,875","76,662,259",825
Rajasthan,2020,2,Others,"262,619","142,020,150",541
Rajasthan,2020,3,Peer-to-peer payments,"73,247,856","249,006,720,239","3,400"
Rajasthan,2020,3,Merchant payments,"45,149,210","27,714,680,562",614
Rajasthan,2020,3,Recharge & bill payments,"30,148,875","16,650,017,441",552
Rajasthan,2020,3,Financial Services,"146,383","113,675,142",777
Rajasthan,2020,3,Others,"396,352","193,212,779",487
Rajasthan,2020,4,Peer-to-peer payments,"88,730,951","321,280,847,681","3,621"
Rajasthan,2020,4,Merchant payments,"67,367,264","46,142,484,518",685
Rajasthan,2020,4,Recharge & bill payments,"33,455,755","18,123,908,526",542
Rajasthan,2020,4,Financial Services,"169,294","136,058,686",804
Rajasthan,2020,4,Others,"560,171","351,480,426",627
Rajasthan,2021,1,Peer-to-peer payments,"116,733,195","408,190,388,154","3,497"
Rajasthan,2021,1,Merchant payments,"96,394,132","61,936,457,709",643
Rajasthan,2021,1,Recharge & bill payments,"38,919,519","20,855,464,604",536
Rajasthan,2021,1,Financial Services,"192,936","162,581,467",843
Rajasthan,2021,1,Others,"491,137","347,689,723",708
Rajasthan,2021,2,Peer-to-peer payments,"139,277,445","467,784,146,765","3,359"
Rajasthan,2021,2,Merchant payments,"97,860,493","69,922,875,807",715
Rajasthan,2021,2,Recharge & bill payments,"49,501,703","23,387,103,756",472
Rajasthan,2021,2,Financial Services,"216,441","186,606,894",862
Rajasthan,2021,2,Others,"620,957","422,031,948",680
Sikkim,2018,1,Recharge & bill payments,"26,965","4,823,944",179
Sikkim,2018,1,Peer-to-peer payments,"13,559","56,334,585","4,155"
Sikkim,2018,1,Merchant payments,"1,349","1,677,583","1,244"
Sikkim,2018,1,Financial Services,608,"86,907",143
Sikkim,2018,1,Others,"1,597","1,727,921","1,082"
Sikkim,2018,2,Recharge & bill payments,"45,435","9,465,770",208
Sikkim,2018,2,Peer-to-peer payments,"24,237","127,051,984","5,242"
Sikkim,2018,2,Merchant payments,"2,556","4,713,227","1,844"
Sikkim,2018,2,Financial Services,562,"218,130",388
Sikkim,2018,2,Others,"1,788","2,243,974","1,255"
Sikkim,2018,3,Recharge & bill payments,"58,421","12,221,506",209
Sikkim,2018,3,Peer-to-peer payments,"43,195","215,547,415","4,990"
Sikkim,2018,3,Merchant payments,"4,521","5,322,297","1,177"
Sikkim,2018,3,Financial Services,562,"261,767",466
Sikkim,2018,3,Others,"1,801","1,727,242",959
Sikkim,2018,4,Recharge & bill payments,"79,232","16,713,781",211
Sikkim,2018,4,Peer-to-peer payments,"65,451","351,253,330","5,367"
Sikkim,2018,4,Merchant payments,"7,452","12,637,809","1,696"
Sikkim,2018,4,Financial Services,717,"596,473",832
Sikkim,2018,4,Others,"1,681","1,939,966","1,154"
Sikkim,2019,1,Peer-to-peer payments,"121,984","422,988,000","3,468"
Sikkim,2019,1,Recharge & bill payments,"96,878","20,711,590",214
Sikkim,2019,1,Merchant payments,"18,346","11,837,345",645
Sikkim,2019,1,Financial Services,"1,225","191,594",156
Sikkim,2019,1,Others,"1,854","2,265,106","1,222"
Sikkim,2019,2,Peer-to-peer payments,"172,125","674,044,302","3,916"
Sikkim,2019,2,Recharge & bill payments,"142,582","32,535,297",228
Sikkim,2019,2,Merchant payments,"66,722","28,248,001",423
Sikkim,2019,2,Financial Services,"2,294","310,198",135
Sikkim,2019,2,Others,"4,521","3,756,446",831
Sikkim,2019,3,Peer-to-peer payments,"203,052","794,235,863","3,911"
Sikkim,2019,3,Merchant payments,"188,753","52,337,323",277
Sikkim,2019,3,Recharge & bill payments,"156,125","33,922,225",217
Sikkim,2019,3,Financial Services,288,"548,143","1,903"
Sikkim,2019,3,Others,"4,218","3,672,895",871
Sikkim,2019,4,Peer-to-peer payments,"508,471","1,086,457,148","2,137"
Sikkim,2019,4,Recharge & bill payments,"181,287","42,705,664",236
Sikkim,2019,4,Merchant payments,"73,992","43,954,549",594
Sikkim,2019,4,Financial Services,373,"494,076","1,325"
Sikkim,2019,4,Others,"2,947","2,898,164",983
Sikkim,2020,1,Peer-to-peer payments,"230,413","954,765,350","4,144"
Sikkim,2020,1,Recharge & bill payments,"215,586","53,588,506",249
Sikkim,2020,1,Merchant payments,"79,881","43,201,695",541
Sikkim,2020,1,Financial Services,345,"175,570",509
Sikkim,2020,1,Others,"1,893","1,745,151",922
Sikkim,2020,2,Recharge & bill payments,"297,620","78,397,187",263
Sikkim,2020,2,Peer-to-peer payments,"186,495","939,900,166","5,040"
Sikkim,2020,2,Merchant payments,"31,442","34,385,185","1,094"
Sikkim,2020,2,Financial Services,883,"999,656","1,132"
Sikkim,2020,2,Others,"1,291","936,594",725
Sikkim,2020,3,Recharge & bill payments,"298,885","83,894,643",281
Sikkim,2020,3,Peer-to-peer payments,"245,087","1,255,521,153","5,123"
Sikkim,2020,3,Merchant payments,"49,299","58,337,179","1,183"
Sikkim,2020,3,Financial Services,"1,252","1,795,367","1,434"
Sikkim,2020,3,Others,"1,912","1,378,388",721
Sikkim,2020,4,Peer-to-peer payments,"334,069","1,711,730,127","5,124"
Sikkim,2020,4,Recharge & bill payments,"301,382","90,168,624",299
Sikkim,2020,4,Merchant payments,"95,503","112,478,004","1,178"
Sikkim,2020,4,Financial Services,"1,427","2,361,188","1,655"
Sikkim,2020,4,Others,"2,654","2,537,863",956
Sikkim,2021,1,Peer-to-peer payments,"403,703","1,965,492,630","4,869"
Sikkim,2021,1,Recharge & bill payments,"279,679","93,174,110",333
Sikkim,2021,1,Merchant payments,"112,925","154,183,320","1,365"
Sikkim,2021,1,Financial Services,"1,844","3,027,799","1,642"
Sikkim,2021,1,Others,"2,038","1,789,868",878
Sikkim,2021,2,Peer-to-peer payments,"473,141","2,125,758,497","4,493"
Sikkim,2021,2,Recharge & bill payments,"345,495","103,846,502",301
Sikkim,2021,2,Merchant payments,"153,671","190,473,176","1,239"
Sikkim,2021,2,Financial Services,"1,865","2,851,874","1,529"
Sikkim,2021,2,Others,"2,542","1,969,531",775
Tamil Nadu,2018,1,Recharge & bill payments,"3,308,548","646,028,338",195
Tamil Nadu,2018,1,Peer-to-peer payments,"2,670,613","10,031,518,934","3,756"
Tamil Nadu,2018,1,Merchant payments,"326,510","272,002,057",833
Tamil Nadu,2018,1,Financial Services,"115,363","31,876,074",276
Tamil Nadu,2018,1,Others,"305,588","280,132,294",917
Tamil Nadu,2018,2,Recharge & bill payments,"4,464,677","1,189,892,956",267
Tamil Nadu,2018,2,Peer-to-peer payments,"4,433,762","18,067,624,388","4,075"
Tamil Nadu,2018,2,Merchant payments,"627,918","517,130,320",824
Tamil Nadu,2018,2,Financial Services,"167,035","65,402,385",392
Tamil Nadu,2018,2,Others,"298,736","285,794,227",957
Tamil Nadu,2018,3,Peer-to-peer payments,"8,810,836","26,792,462,660","3,041"
Tamil Nadu,2018,3,Recharge & bill payments,"5,148,411","1,521,551,955",296
Tamil Nadu,2018,3,Merchant payments,"1,290,978","733,189,650",568
Tamil Nadu,2018,3,Financial Services,"191,732","37,049,222",193
Tamil Nadu,2018,3,Others,"332,121","245,838,754",740
Tamil Nadu,2018,4,Peer-to-peer payments,"11,538,547","39,180,083,691","3,396"
Tamil Nadu,2018,4,Recharge & bill payments,"7,093,764","2,020,329,568",285
Tamil Nadu,2018,4,Merchant payments,"3,145,621","1,742,903,221",554
Tamil Nadu,2018,4,Financial Services,"228,398","46,571,759",204
Tamil Nadu,2018,4,Others,"451,114","312,185,737",692
Tamil Nadu,2019,1,Peer-to-peer payments,"18,645,926","51,296,299,081","2,751"
Tamil Nadu,2019,1,Recharge & bill payments,"8,863,289","2,695,317,015",304
Tamil Nadu,2019,1,Merchant payments,"4,195,222","1,924,461,189",459
Tamil Nadu,2019,1,Financial Services,"193,261","31,217,138",162
Tamil Nadu,2019,1,Others,"377,347","256,742,393",680
Tamil Nadu,2019,2,Peer-to-peer payments,"16,952,961","57,924,128,549","3,417"
Tamil Nadu,2019,2,Recharge & bill payments,"8,414,514","3,280,033,640",390
Tamil Nadu,2019,2,Merchant payments,"6,296,995","2,690,331,793",427
Tamil Nadu,2019,2,Financial Services,"70,142","18,334,602",261
Tamil Nadu,2019,2,Others,"437,125","294,847,442",675
Tamil Nadu,2019,3,Peer-to-peer payments,"21,277,636","70,615,331,409","3,319"
Tamil Nadu,2019,3,Merchant payments,"10,344,027","4,079,315,733",394
Tamil Nadu,2019,3,Recharge & bill payments,"9,246,678","3,964,144,354",429
Tamil Nadu,2019,3,Financial Services,"88,261","27,213,742",308
Tamil Nadu,2019,3,Others,"453,581","273,599,406",603
Tamil Nadu,2019,4,Peer-to-peer payments,"28,814,008","91,858,026,341","3,188"
Tamil Nadu,2019,4,Merchant payments,"16,153,034","6,420,193,205",397
Tamil Nadu,2019,4,Recharge & bill payments,"11,157,765","4,681,454,398",420
Tamil Nadu,2019,4,Financial Services,"60,624","24,332,241",401
Tamil Nadu,2019,4,Others,"410,980","206,859,328",503
Tamil Nadu,2020,1,Peer-to-peer payments,"30,880,360","101,907,683,045","3,300"
Tamil Nadu,2020,1,Merchant payments,"21,541,556","8,950,736,938",416
Tamil Nadu,2020,1,Recharge & bill payments,"14,134,259","5,493,239,430",389
Tamil Nadu,2020,1,Financial Services,"61,427","41,422,108",674
Tamil Nadu,2020,1,Others,"335,871","176,604,658",526
Tamil Nadu,2020,2,Peer-to-peer payments,"21,700,844","82,347,647,064","3,795"
Tamil Nadu,2020,2,Recharge & bill payments,"18,474,731","6,414,781,159",347
Tamil Nadu,2020,2,Merchant payments,"11,477,546","6,909,361,872",602
Tamil Nadu,2020,2,Financial Services,"78,584","89,189,350","1,135"
Tamil Nadu,2020,2,Others,"138,405","65,529,452",473
Tamil Nadu,2020,3,Peer-to-peer payments,"31,754,077","123,561,080,533","3,891"
Tamil Nadu,2020,3,Merchant payments,"20,664,887","12,554,589,576",608
Tamil Nadu,2020,3,Recharge & bill payments,"17,521,756","7,476,952,307",427
Tamil Nadu,2020,3,Financial Services,"129,671","158,512,063","1,222"
Tamil Nadu,2020,3,Others,"207,434","90,281,020",435
Tamil Nadu,2020,4,Peer-to-peer payments,"47,800,741","172,196,381,789","3,602"
Tamil Nadu,2020,4,Merchant payments,"41,297,305","24,417,758,782",591
Tamil Nadu,2020,4,Recharge & bill payments,"21,563,946","9,462,546,013",439
Tamil Nadu,2020,4,Financial Services,"153,044","186,775,413","1,220"
Tamil Nadu,2020,4,Others,"364,665","209,735,504",575
Tamil Nadu,2021,1,Peer-to-peer payments,"57,446,279","206,405,230,308","3,593"
Tamil Nadu,2021,1,Merchant payments,"53,811,885","30,722,779,535",571
Tamil Nadu,2021,1,Recharge & bill payments,"24,826,273","11,115,915,389",448
Tamil Nadu,2021,1,Financial Services,"170,620","215,319,360","1,262"
Tamil Nadu,2021,1,Others,"301,617","208,899,282",693
Tamil Nadu,2021,2,Peer-to-peer payments,"60,812,902","216,379,027,686","3,558"
Tamil Nadu,2021,2,Merchant payments,"52,048,347","33,504,798,113",644
Tamil Nadu,2021,2,Recharge & bill payments,"32,753,032","13,155,346,942",402
Tamil Nadu,2021,2,Financial Services,"192,614","225,113,403","1,169"
Tamil Nadu,2021,2,Others,"351,547","223,054,882",634
Telangana,2018,1,Recharge & bill payments,"4,209,319","831,912,768",198
Telangana,2018,1,Peer-to-peer payments,"3,307,245","11,748,268,951","3,552"
Telangana,2018,1,Merchant payments,"351,474","282,899,067",805
Telangana,2018,1,Financial Services,"262,876","57,011,875",217
Telangana,2018,1,Others,"391,852","388,111,458",990
Telangana,2018,2,Peer-to-peer payments,"4,784,079","20,748,520,743","4,337"
Telangana,2018,2,Recharge & bill payments,"4,686,542","1,274,130,054",272
Telangana,2018,2,Merchant payments,"701,082","551,696,487",787
Telangana,2018,2,Financial Services,"277,805","85,498,213",308
Telangana,2018,2,Others,"315,162","357,356,021","1,134"
Telangana,2018,3,Peer-to-peer payments,"11,560,952","29,253,505,739","2,530"
Telangana,2018,3,Recharge & bill payments,"5,328,881","1,568,136,061",294
Telangana,2018,3,Merchant payments,"1,770,075","855,534,175",483
Telangana,2018,3,Financial Services,"307,312","52,554,124",171
Telangana,2018,3,Others,"365,483","300,363,111",822
Telangana,2018,4,Peer-to-peer payments,"15,571,288","44,541,667,502","2,860"
Telangana,2018,4,Recharge & bill payments,"7,121,135","2,165,870,863",304
Telangana,2018,4,Merchant payments,"5,315,161","2,356,841,305",443
Telangana,2018,4,Financial Services,"392,423","64,569,231",165
Telangana,2018,4,Others,"521,147","380,139,547",729
Telangana,2019,1,Peer-to-peer payments,"40,488,967","87,361,237,975","2,158"
Telangana,2019,1,Merchant payments,"12,341,901","4,144,368,546",336
Telangana,2019,1,Recharge & bill payments,"11,525,394","3,619,117,615",314
Telangana,2019,1,Financial Services,"463,688","54,547,989",118
Telangana,2019,1,Others,"470,752","343,989,910",731
Telangana,2019,2,Peer-to-peer payments,"46,741,594","141,095,702,899","3,019"
Telangana,2019,2,Merchant payments,"25,682,382","8,442,740,781",329
Telangana,2019,2,Recharge & bill payments,"16,225,017","5,603,477,829",345
Telangana,2019,2,Financial Services,"252,173","43,627,345",173
Telangana,2019,2,Others,"709,213","490,894,328",692
Telangana,2019,3,Peer-to-peer payments,"59,981,113","180,342,868,388","3,007"
Telangana,2019,3,Merchant payments,"44,035,953","14,308,557,741",325
Telangana,2019,3,Recharge & bill payments,"16,437,222","6,793,699,069",413
Telangana,2019,3,Financial Services,"183,163","39,617,187",216
Telangana,2019,3,Others,"857,925","445,278,745",519
Telangana,2019,4,Peer-to-peer payments,"82,587,060","249,346,680,996","3,019"
Telangana,2019,4,Merchant payments,"59,347,809","21,510,626,607",362
Telangana,2019,4,Recharge & bill payments,"20,797,056","9,561,315,125",460
Telangana,2019,4,Financial Services,"137,291","33,453,857",244
Telangana,2019,4,Others,"703,042","294,688,963",419
Telangana,2020,1,Peer-to-peer payments,"95,668,911","327,641,798,045","3,425"
Telangana,2020,1,Merchant payments,"76,818,285","31,076,431,478",405
Telangana,2020,1,Recharge & bill payments,"26,324,268","12,324,266,105",468
Telangana,2020,1,Financial Services,"88,184","59,500,639",675
Telangana,2020,1,Others,"509,877","241,784,102",474
Telangana,2020,2,Peer-to-peer payments,"76,683,293","279,478,553,910","3,645"
Telangana,2020,2,Merchant payments,"44,181,999","26,712,043,205",605
Telangana,2020,2,Recharge & bill payments,"30,885,875","15,106,945,864",489
Telangana,2020,2,Financial Services,"116,776","134,169,907","1,149"
Telangana,2020,2,Others,"187,200","100,126,467",535
Telangana,2020,3,Peer-to-peer payments,"116,668,399","437,459,188,905","3,750"
Telangana,2020,3,Merchant payments,"86,836,471","49,743,225,885",573
Telangana,2020,3,Recharge & bill payments,"32,352,860","18,378,477,088",568
Telangana,2020,3,Financial Services,"195,857","223,377,024","1,141"
Telangana,2020,3,Others,"318,539","156,875,855",492
Telangana,2020,4,Peer-to-peer payments,"160,607,487","591,976,601,279","3,686"
Telangana,2020,4,Merchant payments,"143,897,953","81,725,950,703",568
Telangana,2020,4,Recharge & bill payments,"38,174,710","22,006,183,349",576
Telangana,2020,4,Financial Services,"230,134","275,357,720","1,197"
Telangana,2020,4,Others,"733,503","366,346,176",499
Telangana,2021,1,Merchant payments,"185,230,619","95,927,278,281",518
Telangana,2021,1,Peer-to-peer payments,"179,738,195","676,276,353,117","3,763"
Telangana,2021,1,Recharge & bill payments,"46,371,555","26,447,601,339",570
Telangana,2021,1,Financial Services,"262,473","320,153,410","1,220"
Telangana,2021,1,Others,"969,268","387,877,901",400
Telangana,2021,2,Peer-to-peer payments,"230,861,833","872,151,973,638","3,778"
Telangana,2021,2,Merchant payments,"205,232,899","123,207,789,311",600
Telangana,2021,2,Recharge & bill payments,"58,637,866","31,877,277,168",544
Telangana,2021,2,Financial Services,"278,546","300,569,264","1,079"
Telangana,2021,2,Others,"856,400","420,723,416",491
Tripura,2018,1,Recharge & bill payments,"86,819","14,079,440",162
Tripura,2018,1,Peer-to-peer payments,"44,844","112,229,995","2,503"
Tripura,2018,1,Financial Services,"4,842","672,248",139
Tripura,2018,1,Merchant payments,"4,833","6,080,960","1,258"
Tripura,2018,1,Others,"6,819","4,916,273",721
Tripura,2018,2,Recharge & bill payments,"118,171","22,554,398",191
Tripura,2018,2,Peer-to-peer payments,"73,821","197,666,882","2,678"
Tripura,2018,2,Merchant payments,"9,621","10,570,951","1,099"
Tripura,2018,2,Financial Services,"6,925","1,264,102",183
Tripura,2018,2,Others,"6,021","4,835,386",803
Tripura,2018,3,Peer-to-peer payments,"186,065","398,867,427","2,144"
Tripura,2018,3,Recharge & bill payments,"156,308","33,484,811",214
Tripura,2018,3,Merchant payments,"21,476","16,092,396",749
Tripura,2018,3,Financial Services,"8,106","1,080,000",133
Tripura,2018,3,Others,"5,748","4,338,753",755
Tripura,2018,4,Recharge & bill payments,"204,720","38,334,817",187
Tripura,2018,4,Peer-to-peer payments,"179,739","549,068,822","3,055"
Tripura,2018,4,Merchant payments,"50,888","31,066,468",610
Tripura,2018,4,Financial Services,"6,441","1,023,127",159
Tripura,2018,4,Others,"6,271","5,392,366",860
Tripura,2019,1,Peer-to-peer payments,"296,993","679,165,333","2,287"
Tripura,2019,1,Recharge & bill payments,"227,997","44,429,378",195
Tripura,2019,1,Merchant payments,"46,642","28,109,966",603
Tripura,2019,1,Financial Services,"4,189","461,474",110
Tripura,2019,1,Others,"5,105","4,728,790",926
Tripura,2019,2,Peer-to-peer payments,"240,776","751,113,516","3,120"
Tripura,2019,2,Recharge & bill payments,"218,649","48,989,431",224
Tripura,2019,2,Merchant payments,"64,829","35,275,707",544
Tripura,2019,2,Financial Services,"1,899","339,184",179
Tripura,2019,2,Others,"6,405","6,103,645",953
Tripura,2019,3,Recharge & bill payments,"339,539","81,845,425",241
Tripura,2019,3,Peer-to-peer payments,"270,163","884,623,554","3,274"
Tripura,2019,3,Merchant payments,"68,399","44,802,064",655
Tripura,2019,3,Financial Services,"27,970","582,021",21
Tripura,2019,3,Others,"5,646","5,524,359",978
Tripura,2019,4,Recharge & bill payments,"373,779","88,001,651",235
Tripura,2019,4,Peer-to-peer payments,"359,076","1,071,507,586","2,984"
Tripura,2019,4,Merchant payments,"62,458","51,274,034",821
Tripura,2019,4,Financial Services,"2,239","377,098",168
Tripura,2019,4,Others,"4,272","4,239,792",992
Tripura,2020,1,Recharge & bill payments,"449,584","114,355,218",254
Tripura,2020,1,Peer-to-peer payments,"366,218","1,400,694,934","3,825"
Tripura,2020,1,Merchant payments,"102,861","68,590,604",667
Tripura,2020,1,Financial Services,"1,722","1,066,652",619
Tripura,2020,1,Others,"4,117","4,071,400",989
Tripura,2020,2,Recharge & bill payments,"600,206","163,220,167",272
Tripura,2020,2,Peer-to-peer payments,"346,863","1,501,452,756","4,329"
Tripura,2020,2,Merchant payments,"97,816","99,795,974","1,020"
Tripura,2020,2,Financial Services,"2,904","2,247,783",774
Tripura,2020,2,Others,"4,731","2,459,205",520
Tripura,2020,3,Recharge & bill payments,"627,363","185,201,997",295
Tripura,2020,3,Peer-to-peer payments,"477,769","1,959,371,083","4,101"
Tripura,2020,3,Merchant payments,"202,106","190,218,136",941
Tripura,2020,3,Financial Services,"3,828","3,141,392",821
Tripura,2020,3,Others,"6,819","3,886,908",570
Tripura,2020,4,Peer-to-peer payments,"650,386","2,683,789,890","4,126"
Tripura,2020,4,Recharge & bill payments,"631,611","192,385,823",305
Tripura,2020,4,Merchant payments,"357,567","296,872,485",830
Tripura,2020,4,Financial Services,"4,084","3,666,639",898
Tripura,2020,4,Others,"8,242","5,416,158",657
Tripura,2021,1,Peer-to-peer payments,"643,366","2,821,226,151","4,385"
Tripura,2021,1,Recharge & bill payments,"508,718","173,211,141",340
Tripura,2021,1,Merchant payments,"350,366","333,743,281",953
Tripura,2021,1,Financial Services,"3,146","2,879,929",915
Tripura,2021,1,Others,"5,827","4,281,068",735
Tripura,2021,2,Peer-to-peer payments,"703,728","2,865,655,130","4,072"
Tripura,2021,2,Recharge & bill payments,"589,839","189,808,503",322
Tripura,2021,2,Merchant payments,"440,060","404,915,547",920
Tripura,2021,2,Financial Services,"3,656","3,503,925",958
Tripura,2021,2,Others,"7,146","4,271,256",598
Uttarakhand,2018,1,Recharge & bill payments,"730,428","124,377,517",170
Uttarakhand,2018,1,Peer-to-peer payments,"399,545","1,296,603,346","3,245"
Uttarakhand,2018,1,Merchant payments,"35,382","39,372,913","1,113"
Uttarakhand,2018,1,Financial Services,"27,761","5,637,759",203
Uttarakhand,2018,1,Others,"53,569","42,553,823",794
Uttarakhand,2018,2,Recharge & bill payments,"946,332","193,802,093",205
Uttarakhand,2018,2,Peer-to-peer payments,"620,490","2,358,941,865","3,802"
Uttarakhand,2018,2,Merchant payments,"60,494","66,946,006","1,107"
Uttarakhand,2018,2,Financial Services,"29,919","7,913,277",264
Uttarakhand,2018,2,Others,"46,887","52,152,138","1,112"
Uttarakhand,2018,3,Peer-to-peer payments,"1,049,725","3,356,030,295","3,197"
Uttarakhand,2018,3,Recharge & bill payments,"1,004,356","239,244,557",238
Uttarakhand,2018,3,Merchant payments,"112,342","84,447,375",752
Uttarakhand,2018,3,Financial Services,"22,792","4,334,710",190
Uttarakhand,2018,3,Others,"39,917","42,516,103","1,065"
Uttarakhand,2018,4,Peer-to-peer payments,"1,556,731","5,072,621,132","3,259"
Uttarakhand,2018,4,Recharge & bill payments,"1,252,124","292,877,734",234
Uttarakhand,2018,4,Merchant payments,"289,733","228,453,046",788
Uttarakhand,2018,4,Financial Services,"29,916","6,035,161",202
Uttarakhand,2018,4,Others,"50,257","54,285,064","1,080"
Uttarakhand,2019,1,Peer-to-peer payments,"3,499,130","6,512,361,464","1,861"
Uttarakhand,2019,1,Recharge & bill payments,"1,590,269","394,631,056",248
Uttarakhand,2019,1,Merchant payments,"372,290","226,281,079",608
Uttarakhand,2019,1,Financial Services,"28,784","3,951,610",137
Uttarakhand,2019,1,Others,"55,528","46,303,966",834
Uttarakhand,2019,2,Peer-to-peer payments,"2,383,662","7,752,954,671","3,253"
Uttarakhand,2019,2,Recharge & bill payments,"1,616,176","454,962,952",282
Uttarakhand,2019,2,Merchant payments,"721,858","323,876,953",449
Uttarakhand,2019,2,Financial Services,"21,852","2,550,386",117
Uttarakhand,2019,2,Others,"69,727","54,187,889",777
Uttarakhand,2019,3,Peer-to-peer payments,"2,313,544","8,512,622,076","3,679"
Uttarakhand,2019,3,Recharge & bill payments,"2,201,606","683,772,297",311
Uttarakhand,2019,3,Merchant payments,"1,121,052","480,794,827",429
Uttarakhand,2019,3,Financial Services,"12,119","4,570,326",377
Uttarakhand,2019,3,Others,"62,155","47,272,543",761
Uttarakhand,2019,4,Peer-to-peer payments,"3,210,116","11,020,339,547","3,433"
Uttarakhand,2019,4,Recharge & bill payments,"2,547,173","817,728,111",321
Uttarakhand,2019,4,Merchant payments,"1,542,944","701,746,517",455
Uttarakhand,2019,4,Financial Services,"11,585","3,555,524",307
Uttarakhand,2019,4,Others,"50,298","30,336,606",603
Uttarakhand,2020,1,Peer-to-peer payments,"3,792,776","13,999,676,597","3,691"
Uttarakhand,2020,1,Recharge & bill payments,"2,990,764","1,028,598,924",344
Uttarakhand,2020,1,Merchant payments,"2,289,657","1,094,245,197",478
Uttarakhand,2020,1,Financial Services,"10,246","8,180,882",798
Uttarakhand,2020,1,Others,"48,341","27,378,659",566
Uttarakhand,2020,2,Recharge & bill payments,"3,755,695","1,303,523,585",347
Uttarakhand,2020,2,Peer-to-peer payments,"3,656,029","13,572,964,170","3,712"
Uttarakhand,2020,2,Merchant payments,"1,587,042","1,181,497,493",744
Uttarakhand,2020,2,Financial Services,"15,023","17,612,288","1,172"
Uttarakhand,2020,2,Others,"33,981","18,590,166",547
Uttarakhand,2020,3,Peer-to-peer payments,"4,836,512","18,377,468,807","3,800"
Uttarakhand,2020,3,Recharge & bill payments,"3,751,993","1,509,373,288",402
Uttarakhand,2020,3,Merchant payments,"3,164,623","2,166,776,520",685
Uttarakhand,2020,3,Financial Services,"20,455","26,449,981","1,293"
Uttarakhand,2020,3,Others,"45,352","23,442,372",517
Uttarakhand,2020,4,Peer-to-peer payments,"6,748,183","25,748,737,002","3,816"
Uttarakhand,2020,4,Merchant payments,"6,629,201","4,274,032,857",645
Uttarakhand,2020,4,Recharge & bill payments,"4,140,391","1,697,819,951",410
Uttarakhand,2020,4,Financial Services,"27,120","29,791,065","1,098"
Uttarakhand,2020,4,Others,"68,376","42,358,455",619
Uttarakhand,2021,1,Merchant payments,"8,393,767","5,283,142,247",629
Uttarakhand,2021,1,Peer-to-peer payments,"7,981,710","29,202,365,443","3,659"
Uttarakhand,2021,1,Recharge & bill payments,"4,146,569","1,727,960,484",417
Uttarakhand,2021,1,Financial Services,"30,208","38,400,864","1,271"
Uttarakhand,2021,1,Others,"56,148","36,320,362",647
Uttarakhand,2021,2,Peer-to-peer payments,"9,374,939","32,674,145,244","3,485"
Uttarakhand,2021,2,Merchant payments,"9,134,389","6,257,528,832",685
Uttarakhand,2021,2,Recharge & bill payments,"5,388,285","1,979,824,049",367
Uttarakhand,2021,2,Financial Services,"31,497","35,404,992","1,124"
Uttarakhand,2021,2,Others,"71,322","43,914,758",616
Uttar Pradesh,2018,1,Recharge & bill payments,"7,003,704","1,201,827,544",172
Uttar Pradesh,2018,1,Peer-to-peer payments,"4,123,625","11,786,969,149","2,858"
Uttar Pradesh,2018,1,Merchant payments,"442,436","428,301,434",968
Uttar Pradesh,2018,1,Financial Services,"397,328","75,150,445",189
Uttar Pradesh,2018,1,Others,"570,712","447,722,351",784
Uttar Pradesh,2018,2,Recharge & bill payments,"9,232,131","2,044,535,461",221
Uttar Pradesh,2018,2,Peer-to-peer payments,"6,484,369","22,197,440,016","3,423"
Uttar Pradesh,2018,2,Merchant payments,"909,545","799,920,463",879
Uttar Pradesh,2018,2,Financial Services,"563,213","105,536,912",187
Uttar Pradesh,2018,2,Others,"521,685","572,768,843","1,098"
Uttar Pradesh,2018,3,Peer-to-peer payments,"13,828,768","32,944,051,607","2,382"
Uttar Pradesh,2018,3,Recharge & bill payments,"9,140,873","2,485,029,063",272
Uttar Pradesh,2018,3,Merchant payments,"2,397,448","1,012,726,185",422
Uttar Pradesh,2018,3,Financial Services,"603,303","76,605,145",127
Uttar Pradesh,2018,3,Others,"544,964","493,702,370",906
Uttar Pradesh,2018,4,Peer-to-peer payments,"15,804,910","48,836,291,124","3,090"
Uttar Pradesh,2018,4,Recharge & bill payments,"11,976,808","3,040,717,447",254
Uttar Pradesh,2018,4,Merchant payments,"6,953,857","2,480,267,671",357
Uttar Pradesh,2018,4,Financial Services,"517,619","76,250,540",147
Uttar Pradesh,2018,4,Others,"847,573","663,216,794",782
Uttar Pradesh,2019,1,Peer-to-peer payments,"32,062,452","68,506,766,330","2,137"
Uttar Pradesh,2019,1,Recharge & bill payments,"15,400,713","4,231,102,033",275
Uttar Pradesh,2019,1,Merchant payments,"8,558,766","3,105,904,146",363
Uttar Pradesh,2019,1,Financial Services,"389,733","43,341,558",111
Uttar Pradesh,2019,1,Others,"912,840","637,066,066",698
