State,Year,Quarter,Brand,Registered Users,Percentage
Assam,2018,2,Xiaomi,"152,839",27%
Assam,2018,2,Samsung,"89,734",16%
Assam,2018,2,Vivo,"80,455",14%
Assam,2018,2,Oppo,"62,688",11%
Assam,2018,2,Realme,"38,933",7%
Assam,2018,2,Lenovo,"13,092",2%
Assam,2018,2,Motorola,"12,862",2%
Assam,2018,2,Gionee,"12,545",2%
Assam,2018,2,Asus,"11,093",2%
Assam,2018,2,Apple,"11,044",2%
Assam,2018,2,Others,"85,761",15%
Assam,2018,3,Xiaomi,"210,185",27%
Assam,2018,3,Samsung,"125,434",16%
Assam,2018,3,Vivo,"119,540",15%
Assam,2018,3,Oppo,"88,721",11%
Assam,2018,3,Realme,"53,089",7%
Assam,2018,3,Motorola,"17,022",2%
Assam,2018,3,Gionee,"17,020",2%
Assam,2018,3,Lenovo,"15,831",2%
Assam,2018,3,Asus,"14,498",2%
Assam,2018,3,Apple,"13,471",2%
Assam,2018,3,Others,"109,991",14%
Assam,2018,4,Xiaomi,"277,115",27%
Assam,2018,4,Vivo,"169,404",16%
Assam,2018,4,Samsung,"167,786",16%
Assam,2018,4,Oppo,"122,447",12%
Assam,2018,4,Realme,"70,255",7%
Assam,2018,4,Motorola,"21,507",2%
Assam,2018,4,Lenovo,"20,275",2%
Assam,2018,4,Gionee,"20,028",2%
Assam,2018,4,Asus,"19,175",2%
Assam,2018,4,Huawei,"17,882",2%
Assam,2018,4,Others,"133,347",13%
Assam,2019,1,Xiaomi,"334,681",27%
Assam,2019,1,Vivo,"212,982",17%
Assam,2019,1,Samsung,"202,440",16%
Assam,2019,1,Oppo,"153,803",12%
Assam,2019,1,Realme,"84,813",7%
Assam,2019,1,Motorola,"24,528",2%
Assam,2019,1,Gionee,"23,250",2%
Assam,2019,1,Lenovo,"22,797",2%
Assam,2019,1,Asus,"22,514",2%
Assam,2019,1,Huawei,"22,249",2%
Assam,2019,1,Others,"155,028",12%
Assam,2019,2,Xiaomi,"397,560",27%
Assam,2019,2,Vivo,"260,776",17%
Assam,2019,2,Samsung,"242,964",16%
Assam,2019,2,Oppo,"188,693",13%
Assam,2019,2,Realme,"100,087",7%
Assam,2019,2,Motorola,"28,185",2%
Assam,2019,2,Gionee,"27,145",2%
Assam,2019,2,Huawei,"26,683",2%
Assam,2019,2,Asus,"26,345",2%
Assam,2019,2,Lenovo,"26,095",2%
Assam,2019,2,Others,"175,595",12%
Assam,2019,3,Xiaomi,"463,729",27%
Assam,2019,3,Vivo,"309,395",18%
Assam,2019,3,Samsung,"272,124",16%
Assam,2019,3,Oppo,"222,464",13%
Assam,2019,3,Realme,"119,091",7%
Assam,2019,3,Huawei,"31,407",2%
Assam,2019,3,Gionee,"30,833",2%
Assam,2019,3,Motorola,"30,628",2%
Assam,2019,3,Asus,"30,395",2%
Assam,2019,3,Lenovo,"25,713",1%
Assam,2019,3,Others,"195,744",11%
Assam,2019,4,Xiaomi,"517,791",27%
Assam,2019,4,Vivo,"355,815",18%
Assam,2019,4,Samsung,"302,655",16%
Assam,2019,4,Oppo,"254,644",13%
Assam,2019,4,Realme,"140,535",7%
Assam,2019,4,Huawei,"35,293",2%
Assam,2019,4,Gionee,"33,438",2%
Assam,2019,4,Motorola,"32,828",2%
Assam,2019,4,Asus,"28,977",1%
Assam,2019,4,Lenovo,"26,680",1%
Assam,2019,4,Others,"212,564",11%
Assam,2020,1,Xiaomi,"576,697",26%
Assam,2020,1,Vivo,"410,865",19%
Assam,2020,1,Samsung,"337,886",15%
Assam,2020,1,Oppo,"292,242",13%
Assam,2020,1,Realme,"167,659",8%
Assam,2020,1,Huawei,"39,212",2%
Assam,2020,1,Motorola,"34,939",2%
Assam,2020,1,Gionee,"33,136",2%
Assam,2020,1,Asus,"32,099",1%
Assam,2020,1,Lenovo,"28,782",1%
Assam,2020,1,Others,"232,421",11%
Assam,2020,2,Xiaomi,"663,323",26%
Assam,2020,2,Vivo,"494,955",19%
Assam,2020,2,Samsung,"388,754",15%
Assam,2020,2,Oppo,"346,884",14%
Assam,2020,2,Realme,"204,222",8%
Assam,2020,2,Huawei,"44,120",2%
Assam,2020,2,Motorola,"38,074",1%
Assam,2020,2,Gionee,"37,873",1%
Assam,2020,2,Asus,"36,040",1%
Assam,2020,2,Lenovo,"31,346",1%
Assam,2020,2,Others,"265,292",10%
Assam,2020,3,Xiaomi,"729,048",26%
Assam,2020,3,Vivo,"564,343",20%
Assam,2020,3,Samsung,"427,293",15%
Assam,2020,3,Oppo,"388,827",14%
Assam,2020,3,Realme,"236,986",8%
Assam,2020,3,Huawei,"47,619",2%
Assam,2020,3,Motorola,"40,261",1%
Assam,2020,3,Gionee,"39,463",1%
Assam,2020,3,Asus,"38,775",1%
Assam,2020,3,Lenovo,"33,169",1%
Assam,2020,3,Others,"284,227",10%
Assam,2020,4,Xiaomi,"792,324",26%
Assam,2020,4,Vivo,"627,536",20%
Assam,2020,4,Samsung,"465,965",15%
Assam,2020,4,Oppo,"431,650",14%
Assam,2020,4,Realme,"271,012",9%
Assam,2020,4,Huawei,"50,719",2%
Assam,2020,4,Motorola,"42,173",1%
Assam,2020,4,Gionee,"41,431",1%
Assam,2020,4,Asus,"40,998",1%
Assam,2020,4,Lenovo,"34,802",1%
Assam,2020,4,Others,"307,543",10%
Assam,2021,1,Xiaomi,"852,998",25%
Assam,2021,1,Vivo,"692,740",21%
Assam,2021,1,Samsung,"495,482",15%
Assam,2021,1,Oppo,"467,440",14%
Assam,2021,1,Realme,"303,919",9%
Assam,2021,1,Huawei,"53,218",2%
Assam,2021,1,Asus,"46,880",1%
Assam,2021,1,Motorola,"43,119",1%
Assam,2021,1,Gionee,"41,879",1%
Assam,2021,1,Apple,"37,442",1%
Assam,2021,1,Others,"323,331",10%
Assam,2021,2,Xiaomi,"909,274",25%
Assam,2021,2,Vivo,"753,920",21%
Assam,2021,2,Samsung,"522,765",14%
Assam,2021,2,Oppo,"503,448",14%
Assam,2021,2,Realme,"358,841",10%
Assam,2021,2,Huawei,"51,958",1%
Assam,2021,2,Asus,"45,364",1%
Assam,2021,2,Motorola,"42,821",1%
Assam,2021,2,Apple,"41,622",1%
Assam,2021,2,Gionee,"41,574",1%
Assam,2021,2,Others,"345,469",10%
Bihar,2018,1,Xiaomi,"596,264",28%
Bihar,2018,1,Samsung,"450,851",21%
Bihar,2018,1,Vivo,"233,197",11%
Bihar,2018,1,Oppo,"220,040",10%
Bihar,2018,1,Realme,"155,139",7%
Bihar,2018,1,Motorola,"57,712",3%
Bihar,2018,1,Lenovo,"51,012",2%
Bihar,2018,1,Micromax,"37,949",2%
Bihar,2018,1,Apple,"31,149",1%
Bihar,2018,1,Huawei,"30,652",1%
Bihar,2018,1,Others,"269,839",13%
Bihar,2018,2,Xiaomi,"856,356",28%
Bihar,2018,2,Samsung,"632,694",21%
Bihar,2018,2,Vivo,"340,287",11%
Bihar,2018,2,Oppo,"315,880",11%
Bihar,2018,2,Realme,"215,953",7%
Bihar,2018,2,Motorola,"77,813",3%
Bihar,2018,2,Lenovo,"68,280",2%
Bihar,2018,2,Micromax,"51,961",2%
Bihar,2018,2,Huawei,"43,343",1%
Bihar,2018,2,Apple,"39,300",1%
Bihar,2018,2,Others,"364,005",12%
Bihar,2018,3,Xiaomi,"1,098,938",29%
Bihar,2018,3,Samsung,"799,534",21%
Bihar,2018,3,Vivo,"448,602",12%
Bihar,2018,3,Oppo,"407,853",11%
Bihar,2018,3,Realme,"274,517",7%
Bihar,2018,3,Motorola,"93,118",2%
Bihar,2018,3,Lenovo,"75,263",2%
Bihar,2018,3,Huawei,"57,713",2%
Bihar,2018,3,Micromax,"54,364",1%
Bihar,2018,3,Apple,"45,016",1%
Bihar,2018,3,Others,"429,617",11%
Bihar,2018,4,Xiaomi,"1,399,341",29%
Bihar,2018,4,Samsung,"1,008,369",21%
Bihar,2018,4,Vivo,"590,399",12%
Bihar,2018,4,Oppo,"528,034",11%
Bihar,2018,4,Realme,"346,806",7%
Bihar,2018,4,Motorola,"111,948",2%
Bihar,2018,4,Lenovo,"92,104",2%
Bihar,2018,4,Huawei,"75,369",2%
Bihar,2018,4,Micromax,"61,472",1%
Bihar,2018,4,Apple,"52,872",1%
Bihar,2018,4,Others,"509,951",11%
Bihar,2019,1,Xiaomi,"1,691,958",29%
Bihar,2019,1,Samsung,"1,207,394",21%
Bihar,2019,1,Vivo,"731,163",13%
Bihar,2019,1,Oppo,"649,669",11%
Bihar,2019,1,Realme,"416,110",7%
Bihar,2019,1,Motorola,"126,430",2%
Bihar,2019,1,Lenovo,"103,683",2%
Bihar,2019,1,Huawei,"95,145",2%
Bihar,2019,1,Micromax,"69,377",1%
Bihar,2019,1,Apple,"59,723",1%
Bihar,2019,1,Others,"594,465",10%
Bihar,2019,2,Xiaomi,"1,953,040",30%
Bihar,2019,2,Samsung,"1,380,854",21%
Bihar,2019,2,Vivo,"852,634",13%
Bihar,2019,2,Oppo,"757,333",11%
Bihar,2019,2,Realme,"480,989",7%
Bihar,2019,2,Motorola,"140,153",2%
Bihar,2019,2,Lenovo,"115,382",2%
Bihar,2019,2,Huawei,"110,837",2%
Bihar,2019,2,Micromax,"72,239",1%
Bihar,2019,2,Apple,"65,593",1%
Bihar,2019,2,Others,"660,705",10%
Bihar,2019,3,Xiaomi,"2,197,280",30%
Bihar,2019,3,Samsung,"1,536,292",21%
Bihar,2019,3,Vivo,"975,292",13%
Bihar,2019,3,Oppo,"853,708",12%
Bihar,2019,3,Realme,"557,826",8%
Bihar,2019,3,Motorola,"148,040",2%
Bihar,2019,3,Huawei,"127,268",2%
Bihar,2019,3,Lenovo,"114,334",2%
Bihar,2019,3,Micromax,"76,866",1%
Bihar,2019,3,Apple,"70,777",1%
Bihar,2019,3,Others,"722,582",10%
Bihar,2019,4,Xiaomi,"2,484,241",30%
Bihar,2019,4,Samsung,"1,714,305",21%
Bihar,2019,4,Vivo,"1,129,443",14%
Bihar,2019,4,Oppo,"977,488",12%
Bihar,2019,4,Realme,"664,779",8%
Bihar,2019,4,Motorola,"159,553",2%
Bihar,2019,4,Huawei,"144,428",2%
Bihar,2019,4,Lenovo,"121,418",1%
Bihar,2019,4,Micromax,"81,810",1%
Bihar,2019,4,Infinix,"79,605",1%
Bihar,2019,4,Others,"785,204",9%
Bihar,2020,1,Xiaomi,"2,779,954",30%
Bihar,2020,1,Samsung,"1,896,957",20%
Bihar,2020,1,Vivo,"1,297,671",14%
Bihar,2020,1,Oppo,"1,103,628",12%
Bihar,2020,1,Realme,"782,681",8%
Bihar,2020,1,Motorola,"169,958",2%
Bihar,2020,1,Huawei,"161,040",2%
Bihar,2020,1,Lenovo,"132,051",1%
Bihar,2020,1,Infinix,"94,820",1%
Bihar,2020,1,Micromax,"81,035",1%
Bihar,2020,1,Others,"851,439",9%
Bihar,2020,2,Xiaomi,"3,138,353",30%
Bihar,2020,2,Samsung,"2,126,374",20%
Bihar,2020,2,Vivo,"1,506,720",14%
Bihar,2020,2,Oppo,"1,266,996",12%
Bihar,2020,2,Realme,"914,785",9%
Bihar,2020,2,Motorola,"183,599",2%
Bihar,2020,2,Huawei,"179,273",2%
Bihar,2020,2,Lenovo,"141,217",1%
Bihar,2020,2,Infinix,"115,210",1%
Bihar,2020,2,Micromax,"89,409",1%
Bihar,2020,2,Others,"941,831",9%
Bihar,2020,3,Xiaomi,"3,459,128",29%
Bihar,2020,3,Samsung,"2,346,143",20%
Bihar,2020,3,Vivo,"1,712,480",15%
Bihar,2020,3,Oppo,"1,419,010",12%
Bihar,2020,3,Realme,"1,055,287",9%
Bihar,2020,3,Motorola,"196,074",2%
Bihar,2020,3,Huawei,"194,850",2%
Bihar,2020,3,Lenovo,"150,687",1%
Bihar,2020,3,Infinix,"132,702",1%
Bihar,2020,3,HMD Global,"97,683",1%
Bihar,2020,3,Others,"999,169",8%
Bihar,2020,4,Xiaomi,"3,761,975",29%
Bihar,2020,4,Samsung,"2,566,835",20%
Bihar,2020,4,Vivo,"1,900,128",15%
Bihar,2020,4,Oppo,"1,561,641",12%
Bihar,2020,4,Realme,"1,195,635",9%
Bihar,2020,4,Huawei,"209,280",2%
Bihar,2020,4,Motorola,"206,587",2%
Bihar,2020,4,Lenovo,"158,922",1%
Bihar,2020,4,Infinix,"151,393",1%
Bihar,2020,4,HMD Global,"105,494",1%
Bihar,2020,4,Others,"1,071,943",8%
Bihar,2021,1,Xiaomi,"4,036,125",29%
Bihar,2021,1,Samsung,"2,749,873",20%
Bihar,2021,1,Vivo,"2,104,591",15%
Bihar,2021,1,Oppo,"1,694,257",12%
Bihar,2021,1,Realme,"1,349,413",10%
Bihar,2021,1,Huawei,"220,336",2%
Bihar,2021,1,Motorola,"212,374",2%
Bihar,2021,1,Infinix,"177,252",1%
Bihar,2021,1,Lenovo,"159,501",1%
Bihar,2021,1,Tecno,"123,065",1%
Bihar,2021,1,Others,"1,119,501",8%
Bihar,2021,2,Xiaomi,"4,268,361",29%
Bihar,2021,2,Samsung,"2,889,063",19%
Bihar,2021,2,Vivo,"2,311,477",15%
Bihar,2021,2,Oppo,"1,826,833",12%
Bihar,2021,2,Realme,"1,575,376",11%
Bihar,2021,2,Huawei,"215,607",1%
Bihar,2021,2,Motorola,"214,140",1%
Bihar,2021,2,Infinix,"212,701",1%
Bihar,2021,2,Tecno,"157,952",1%
Bihar,2021,2,Lenovo,"154,152",1%
Bihar,2021,2,Others,"1,146,472",8%
Chandigarh,2018,1,Xiaomi,"20,555",24%
Chandigarh,2018,1,Samsung,"17,266",20%
Chandigarh,2018,1,Vivo,"9,360",11%
Chandigarh,2018,1,Oppo,"7,948",9%
Chandigarh,2018,1,Apple,"7,552",9%
Chandigarh,2018,1,OnePlus,"3,638",4%
Chandigarh,2018,1,Motorola,"3,105",4%
Chandigarh,2018,1,Realme,"2,995",3%
Chandigarh,2018,1,Lenovo,"1,965",2%
Chandigarh,2018,1,Micromax,"1,558",2%
Chandigarh,2018,1,Others,"10,326",12%
Chandigarh,2018,2,Xiaomi,"27,862",24%
Chandigarh,2018,2,Samsung,"23,093",20%
Chandigarh,2018,2,Vivo,"13,375",12%
Chandigarh,2018,2,Oppo,"11,129",10%
Chandigarh,2018,2,Apple,"9,962",9%
Chandigarh,2018,2,OnePlus,"4,466",4%
Chandigarh,2018,2,Motorola,"3,914",3%
Chandigarh,2018,2,Realme,"3,861",3%
Chandigarh,2018,2,Lenovo,"2,511",2%
Chandigarh,2018,2,Micromax,"2,049",2%
Chandigarh,2018,2,Others,"12,997",11%
Chandigarh,2018,3,Xiaomi,"34,852",24%
Chandigarh,2018,3,Samsung,"28,614",20%
Chandigarh,2018,3,Vivo,"17,910",12%
Chandigarh,2018,3,Oppo,"14,437",10%
Chandigarh,2018,3,Apple,"12,403",9%
Chandigarh,2018,3,OnePlus,"5,178",4%
Chandigarh,2018,3,Realme,"4,664",3%
Chandigarh,2018,3,Motorola,"4,590",3%
Chandigarh,2018,3,Lenovo,"2,926",2%
Chandigarh,2018,3,Micromax,"2,395",2%
Chandigarh,2018,3,Others,"15,924",11%
Chandigarh,2018,4,Xiaomi,"43,505",24%
Chandigarh,2018,4,Samsung,"35,417",20%
Chandigarh,2018,4,Vivo,"23,567",13%
Chandigarh,2018,4,Oppo,"18,698",11%
Chandigarh,2018,4,Apple,"15,191",9%
Chandigarh,2018,4,OnePlus,"6,197",3%
Chandigarh,2018,4,Realme,"5,731",3%
Chandigarh,2018,4,Motorola,"5,354",3%
Chandigarh,2018,4,Lenovo,"3,148",2%
Chandigarh,2018,4,Huawei,"2,838",2%
Chandigarh,2018,4,Others,"18,101",10%
Chandigarh,2019,1,Xiaomi,"51,075",24%
Chandigarh,2019,1,Samsung,"41,609",20%
Chandigarh,2019,1,Vivo,"29,056",14%
Chandigarh,2019,1,Oppo,"23,095",11%
Chandigarh,2019,1,Apple,"17,580",8%
Chandigarh,2019,1,OnePlus,"6,880",3%
Chandigarh,2019,1,Realme,"6,690",3%
Chandigarh,2019,1,Motorola,"6,007",3%
Chandigarh,2019,1,Lenovo,"3,406",2%
Chandigarh,2019,1,Huawei,"3,364",2%
Chandigarh,2019,1,Others,"20,413",10%
Chandigarh,2019,2,Xiaomi,"58,356",24%
Chandigarh,2019,2,Samsung,"48,067",20%
Chandigarh,2019,2,Vivo,"34,791",14%
Chandigarh,2019,2,Oppo,"27,444",11%
Chandigarh,2019,2,Apple,"20,041",8%
Chandigarh,2019,2,OnePlus,"7,595",3%
Chandigarh,2019,2,Realme,"7,590",3%
Chandigarh,2019,2,Motorola,"6,475",3%
Chandigarh,2019,2,Huawei,"3,816",2%
Chandigarh,2019,2,Lenovo,"3,595",1%
Chandigarh,2019,2,Others,"22,669",9%
Chandigarh,2019,3,Xiaomi,"64,422",24%
Chandigarh,2019,3,Samsung,"53,606",20%
Chandigarh,2019,3,Vivo,"39,957",15%
Chandigarh,2019,3,Oppo,"31,459",12%
Chandigarh,2019,3,Apple,"22,081",8%
Chandigarh,2019,3,Realme,"8,500",3%
Chandigarh,2019,3,OnePlus,"8,271",3%
Chandigarh,2019,3,Motorola,"6,770",3%
Chandigarh,2019,3,Huawei,"4,256",2%
Chandigarh,2019,3,Lenovo,"3,716",1%
Chandigarh,2019,3,Others,"24,299",9%
Chandigarh,2019,4,Xiaomi,"69,435",24%
Chandigarh,2019,4,Samsung,"57,981",20%
Chandigarh,2019,4,Vivo,"44,605",15%
Chandigarh,2019,4,Oppo,"34,871",12%
Chandigarh,2019,4,Apple,"23,651",8%
Chandigarh,2019,4,Realme,"9,610",3%
Chandigarh,2019,4,OnePlus,"8,750",3%
Chandigarh,2019,4,Motorola,"6,953",2%
Chandigarh,2019,4,Huawei,"4,559",2%
Chandigarh,2019,4,Lenovo,"3,777",1%
Chandigarh,2019,4,Others,"25,398",9%
Chandigarh,2020,1,Xiaomi,"74,599",24%
Chandigarh,2020,1,Samsung,"62,236",20%
Chandigarh,2020,1,Vivo,"49,864",16%
Chandigarh,2020,1,Oppo,"38,691",12%
Chandigarh,2020,1,Apple,"25,309",8%
Chandigarh,2020,1,Realme,"10,759",3%
Chandigarh,2020,1,OnePlus,"9,221",3%
Chandigarh,2020,1,Motorola,"7,160",2%
Chandigarh,2020,1,Huawei,"4,807",2%
Chandigarh,2020,1,Lenovo,"3,862",1%
Chandigarh,2020,1,Others,"26,379",8%
Chandigarh,2020,2,Xiaomi,"79,401",24%
Chandigarh,2020,2,Samsung,"66,732",20%
Chandigarh,2020,2,Vivo,"55,338",16%
Chandigarh,2020,2,Oppo,"42,912",13%
Chandigarh,2020,2,Apple,"26,562",8%
Chandigarh,2020,2,Realme,"11,849",4%
Chandigarh,2020,2,OnePlus,"9,516",3%
Chandigarh,2020,2,Motorola,"7,308",2%
Chandigarh,2020,2,Huawei,"5,057",2%
Chandigarh,2020,2,HMD Global,"3,920",1%
Chandigarh,2020,2,Others,"27,756",8%
Chandigarh,2020,3,Xiaomi,"84,467",23%
Chandigarh,2020,3,Samsung,"72,072",20%
Chandigarh,2020,3,Vivo,"61,814",17%
Chandigarh,2020,3,Oppo,"47,234",13%
Chandigarh,2020,3,Apple,"28,288",8%
Chandigarh,2020,3,Realme,"13,210",4%
Chandigarh,2020,3,OnePlus,"9,903",3%
Chandigarh,2020,3,Motorola,"7,558",2%
Chandigarh,2020,3,Huawei,"5,327",1%
Chandigarh,2020,3,HMD Global,"4,168",1%
Chandigarh,2020,3,Others,"28,547",8%
Chandigarh,2020,4,Xiaomi,"90,201",23%
Chandigarh,2020,4,Samsung,"78,159",20%
Chandigarh,2020,4,Vivo,"68,293",17%
Chandigarh,2020,4,Oppo,"51,650",13%
Chandigarh,2020,4,Apple,"30,593",8%
Chandigarh,2020,4,Realme,"14,705",4%
Chandigarh,2020,4,OnePlus,"10,462",3%
Chandigarh,2020,4,Motorola,"7,780",2%
Chandigarh,2020,4,Huawei,"5,641",1%
Chandigarh,2020,4,HMD Global,"4,400",1%
Chandigarh,2020,4,Others,"29,518",8%
Chandigarh,2021,1,Xiaomi,"96,137",23%
Chandigarh,2021,1,Samsung,"83,453",20%
Chandigarh,2021,1,Vivo,"74,844",18%
Chandigarh,2021,1,Oppo,"56,200",13%
Chandigarh,2021,1,Apple,"32,907",8%
Chandigarh,2021,1,Realme,"16,641",4%
Chandigarh,2021,1,OnePlus,"10,995",3%
Chandigarh,2021,1,Motorola,"7,989",2%
Chandigarh,2021,1,Huawei,"5,854",1%
Chandigarh,2021,1,HMD Global,"4,591",1%
Chandigarh,2021,1,Others,"30,387",7%
Chandigarh,2021,2,Xiaomi,"101,761",23%
Chandigarh,2021,2,Samsung,"88,362",20%
Chandigarh,2021,2,Vivo,"81,826",18%
Chandigarh,2021,2,Oppo,"60,671",14%
Chandigarh,2021,2,Apple,"35,361",8%
Chandigarh,2021,2,Realme,"19,398",4%
Chandigarh,2021,2,OnePlus,"11,907",3%
Chandigarh,2021,2,Motorola,"8,043",2%
Chandigarh,2021,2,Huawei,"5,918",1%
Chandigarh,2021,2,HMD Global,"4,599",1%
Chandigarh,2021,2,Others,"30,726",7%
Chhattisgarh,2018,1,Xiaomi,"161,753",24%
Chhattisgarh,2018,1,Samsung,"125,715",19%
Chhattisgarh,2018,1,Vivo,"103,265",15%
Chhattisgarh,2018,1,Oppo,"62,998",9%
Chhattisgarh,2018,1,Micromax,"53,452",8%
Chhattisgarh,2018,1,Realme,"40,116",6%
Chhattisgarh,2018,1,OnePlus,"15,860",2%
Chhattisgarh,2018,1,Apple,"15,418",2%
Chhattisgarh,2018,1,Lenovo,"13,258",2%
Chhattisgarh,2018,1,Motorola,"12,182",2%
Chhattisgarh,2018,1,Others,"75,246",11%
Chhattisgarh,2018,2,Xiaomi,"229,221",24%
Chhattisgarh,2018,2,Samsung,"174,661",18%
Chhattisgarh,2018,2,Vivo,"152,196",16%
Chhattisgarh,2018,2,Oppo,"90,864",10%
Chhattisgarh,2018,2,Micromax,"73,053",8%
Chhattisgarh,2018,2,Realme,"54,968",6%
Chhattisgarh,2018,2,Apple,"20,055",2%
Chhattisgarh,2018,2,OnePlus,"19,998",2%
Chhattisgarh,2018,2,Lenovo,"17,504",2%
Chhattisgarh,2018,2,Motorola,"16,136",2%
Chhattisgarh,2018,2,Others,"102,019",11%
Chhattisgarh,2018,3,Xiaomi,"298,538",25%
Chhattisgarh,2018,3,Samsung,"222,989",18%
Chhattisgarh,2018,3,Vivo,"205,795",17%
Chhattisgarh,2018,3,Oppo,"119,608",10%
Chhattisgarh,2018,3,Micromax,"92,998",8%
Chhattisgarh,2018,3,Realme,"70,527",6%
Chhattisgarh,2018,3,OnePlus,"23,810",2%
Chhattisgarh,2018,3,Apple,"23,566",2%
Chhattisgarh,2018,3,Motorola,"19,369",2%
Chhattisgarh,2018,3,Lenovo,"18,890",2%
Chhattisgarh,2018,3,Others,"121,702",10%
Chhattisgarh,2018,4,Xiaomi,"378,100",24%
Chhattisgarh,2018,4,Samsung,"280,138",18%
Chhattisgarh,2018,4,Vivo,"275,135",17%
Chhattisgarh,2018,4,Oppo,"155,513",10%
Chhattisgarh,2018,4,Micromax,"154,018",10%
Chhattisgarh,2018,4,Realme,"91,037",6%
Chhattisgarh,2018,4,Apple,"28,128",2%
Chhattisgarh,2018,4,OnePlus,"27,785",2%
Chhattisgarh,2018,4,Motorola,"22,980",1%
Chhattisgarh,2018,4,Lenovo,"22,246",1%
Chhattisgarh,2018,4,Others,"144,918",9%
Chhattisgarh,2019,1,Xiaomi,"454,437",24%
Chhattisgarh,2019,1,Vivo,"344,150",18%
Chhattisgarh,2019,1,Samsung,"336,551",18%
Chhattisgarh,2019,1,Oppo,"192,191",10%
Chhattisgarh,2019,1,Micromax,"187,241",10%
Chhattisgarh,2019,1,Realme,"109,520",6%
Chhattisgarh,2019,1,Apple,"32,769",2%
Chhattisgarh,2019,1,OnePlus,"31,894",2%
Chhattisgarh,2019,1,Motorola,"25,968",1%
Chhattisgarh,2019,1,Lenovo,"24,737",1%
Chhattisgarh,2019,1,Others,"169,440",9%
Chhattisgarh,2019,2,Xiaomi,"521,922",24%
Chhattisgarh,2019,2,Vivo,"406,013",19%
Chhattisgarh,2019,2,Samsung,"388,144",18%
Chhattisgarh,2019,2,Oppo,"225,563",10%
Chhattisgarh,2019,2,Micromax,"208,017",9%
Chhattisgarh,2019,2,Realme,"126,313",6%
Chhattisgarh,2019,2,Apple,"37,139",2%
Chhattisgarh,2019,2,OnePlus,"35,168",2%
Chhattisgarh,2019,2,Motorola,"28,701",1%
Chhattisgarh,2019,2,Lenovo,"27,225",1%
Chhattisgarh,2019,2,Others,"186,861",9%
Chhattisgarh,2019,3,Xiaomi,"582,178",24%
Chhattisgarh,2019,3,Vivo,"463,726",19%
Chhattisgarh,2019,3,Samsung,"424,913",17%
Chhattisgarh,2019,3,Oppo,"254,200",10%
Chhattisgarh,2019,3,Micromax,"225,367",9%
Chhattisgarh,2019,3,Realme,"145,376",6%
Chhattisgarh,2019,3,Apple,"40,822",2%
Chhattisgarh,2019,3,OnePlus,"38,300",2%
Chhattisgarh,2019,3,Motorola,"30,550",1%
Chhattisgarh,2019,3,Lenovo,"26,475",1%
Chhattisgarh,2019,3,Others,"203,151",8%
Chhattisgarh,2019,4,Xiaomi,"649,776",24%
Chhattisgarh,2019,4,Vivo,"534,907",20%
Chhattisgarh,2019,4,Samsung,"473,054",17%
Chhattisgarh,2019,4,Oppo,"290,835",11%
Chhattisgarh,2019,4,Micromax,"243,335",9%
Chhattisgarh,2019,4,Realme,"169,406",6%
Chhattisgarh,2019,4,Apple,"44,369",2%
Chhattisgarh,2019,4,OnePlus,"41,107",2%
Chhattisgarh,2019,4,Motorola,"32,554",1%
Chhattisgarh,2019,4,Lenovo,"27,622",1%
Chhattisgarh,2019,4,Others,"218,935",8%
Chhattisgarh,2020,1,Xiaomi,"711,639",24%
Chhattisgarh,2020,1,Vivo,"613,952",20%
Chhattisgarh,2020,1,Samsung,"521,671",17%
Chhattisgarh,2020,1,Oppo,"328,835",11%
Chhattisgarh,2020,1,Micromax,"253,971",8%
Chhattisgarh,2020,1,Realme,"196,352",7%
Chhattisgarh,2020,1,Apple,"47,890",2%
Chhattisgarh,2020,1,OnePlus,"43,526",1%
Chhattisgarh,2020,1,Motorola,"34,414",1%
Chhattisgarh,2020,1,Lenovo,"29,426",1%
Chhattisgarh,2020,1,Others,"234,811",8%
Chhattisgarh,2020,2,Xiaomi,"796,390",23%
Chhattisgarh,2020,2,Vivo,"714,180",21%
Chhattisgarh,2020,2,Samsung,"579,423",17%
Chhattisgarh,2020,2,Oppo,"377,290",11%
Chhattisgarh,2020,2,Micromax,"282,770",8%
Chhattisgarh,2020,2,Realme,"227,611",7%
Chhattisgarh,2020,2,Apple,"50,835",1%
Chhattisgarh,2020,2,OnePlus,"45,570",1%
Chhattisgarh,2020,2,Motorola,"36,651",1%
Chhattisgarh,2020,2,Lenovo,"30,902",1%
Chhattisgarh,2020,2,Others,"260,036",8%
Chhattisgarh,2020,3,Xiaomi,"879,885",23%
Chhattisgarh,2020,3,Vivo,"837,832",22%
Chhattisgarh,2020,3,Samsung,"638,573",17%
Chhattisgarh,2020,3,Oppo,"424,680",11%
Chhattisgarh,2020,3,Micromax,"300,759",8%
Chhattisgarh,2020,3,Realme,"264,356",7%
Chhattisgarh,2020,3,Apple,"54,717",1%
Chhattisgarh,2020,3,OnePlus,"48,306",1%
Chhattisgarh,2020,3,Motorola,"38,887",1%
Chhattisgarh,2020,3,Lenovo,"32,625",1%
Chhattisgarh,2020,3,Others,"278,766",7%
Chhattisgarh,2020,4,Xiaomi,"962,085",23%
Chhattisgarh,2020,4,Vivo,"951,506",23%
Chhattisgarh,2020,4,Samsung,"697,989",17%
